position,champion,teamname,gamelength,result,kills,deaths,assists,opponent_team
top,Jayce,Fnatic,1528,1,0,1,5,Team Heretics
jng,Maokai,Fnatic,1528,1,3,0,14,Team Heretics
mid,Hwei,Fnatic,1528,1,8,1,8,Team Heretics
bot,Varus,Fnatic,1528,1,8,0,8,Team Heretics
sup,Rell,Fnatic,1528,1,1,2,15,Team Heretics
team,,Team Heretics,1528,0,4,20,7,Fnatic
team,,Fnatic,1528,1,20,4,50,Team Heretics
top,K'Sante,Movistar KOI,2230,1,2,1,5,Team Vitality
jng,Zyra,Movistar KOI,2230,1,0,2,12,Team Vitality
mid,Yone,Movistar KOI,2230,1,7,3,4,Team Vitality
bot,Corki,Movistar KOI,2230,1,5,2,7,Team Vitality
sup,Rell,Movistar KOI,2230,1,1,4,13,Team Vitality
top,Ambessa,Team Vitality,2230,0,3,2,4,Movistar KOI
jng,Vi,Team Vitality,2230,0,2,4,7,Movistar KOI
mid,Ahri,Team Vitality,2230,0,2,3,7,Movistar KOI
bot,Ezreal,Team Vitality,2230,0,5,1,5,Movistar KOI
sup,Rakan,Team Vitality,2230,0,0,6,10,Movistar KOI
team,,Movistar KOI,2230,1,15,12,41,Team Vitality
team,,Team Vitality,2230,0,12,16,33,Movistar KOI
top,Poppy,G2 Esports,1701,1,1,1,13,SK Gaming
jng,Xin Zhao,G2 Esports,1701,1,2,3,12,SK Gaming
mid,Viktor,G2 Esports,1701,1,11,0,7,SK Gaming
bot,Draven,G2 Esports,1701,1,5,1,6,SK Gaming
sup,Rell,G2 Esports,1701,1,0,1,16,SK Gaming
top,K'Sante,SK Gaming,1701,0,1,4,0,G2 Esports
jng,Nidalee,SK Gaming,1701,0,5,2,1,G2 Esports
mid,Yone,SK Gaming,1701,0,0,5,3,G2 Esports
bot,Corki,SK Gaming,1701,0,0,3,3,G2 Esports
sup,Leona,SK Gaming,1701,0,0,5,6,G2 Esports
team,,G2 Esports,1701,1,19,6,54,SK Gaming
team,,SK Gaming,1701,0,6,19,13,G2 Esports
top,K'Sante,GiantX,2240,1,0,0,4,Karmine Corp
